,DRUG_ID,drug_name,synonyms,pathway_name,targets,pubchem_id,smiles_x,isosmiles_x,Unnamed: 0.1,cid,smiles_y,isosmiles_y,atom_f,atom_pad,valid_lens
39,1052,RO-3306,-,Cell cycle,CDK1,44450571,O=C1N=C(NCc2cccs2)S/C1=C/c1ccc2ncccc2c1,C1=CC2=C(C=CC(=C2)/C=C/3\C(=O)N=C(S3)NCC4=CC=CS4)N=C1,157,44450571,O=C1N=C(NCc2cccs2)S/C1=C/c1ccc2ncccc2c1,C1=CC2=C(C=CC(=C2)/C=C/3\C(=O)N=C(S3)NCC4=CC=CS4)N=C1,"[[ 0.01425856  0.07165638  0.38582426 ... -0.5906507  -0.23955014
   0.2963074 ]
 [ 0.40466893 -0.24639434  0.28809157 ...  0.12004444  0.07462653
   0.20948592]
 [ 0.2917277   0.32460392 -0.39764762 ... -0.34200636  0.0376501
   0.07445592]
 ...
 [ 0.66687423  0.1027321  -0.11891972 ... -0.6545786  -0.14349629
  -0.06567375]
 [ 0.88136417 -0.48655924  0.19766645 ... -0.0391038  -0.10963859
   0.08659851]
 [ 0.6510717   0.09351923 -0.11469928 ... -0.65683764 -0.17546752
  -0.05303894]]","[[ 0.01425856  0.07165638  0.38582426 ... -0.5906507  -0.23955014
   0.2963074 ]
 [ 0.40466893 -0.24639434  0.28809157 ...  0.12004444  0.07462653
   0.20948592]
 [ 0.2917277   0.32460392 -0.39764762 ... -0.34200636  0.0376501
   0.07445592]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",24
40,1053,MK-2206,"MK 2206, MK2206",PI3K/MTOR signaling,"AKT1, AKT2",46930998,Cl.Cl.NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl,158,46930998,Cl.Cl.NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl,"[[ 0.38599265 -0.67316765  0.2759576  ...  0.00742916 -0.47932854
   0.27353573]
 [ 0.33576354 -0.13864508  0.46169877 ...  0.19210619 -0.03149531
   0.12305227]
 [ 0.5230581   0.20251437 -0.47265694 ... -0.07050211 -0.0583747
   0.41946465]
 ...
 [ 0.21533403 -0.08046327 -1.0607741  ...  0.04280695  0.5397475
   0.09253312]
 [ 0.01348062 -0.08126909  0.52664995 ...  0.25131238  0.4598606
   0.10572406]
 [ 0.24727245 -0.00711219 -0.8497213  ... -0.01918231  0.51264566
  -0.01842785]]","[[ 0.38599265 -0.67316765  0.2759576  ...  0.00742916 -0.47932854
   0.27353573]
 [ 0.33576354 -0.13864508  0.46169877 ...  0.19210619 -0.03149531
   0.12305227]
 [ 0.5230581   0.20251437 -0.47265694 ... -0.07050211 -0.0583747
   0.41946465]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
41,1054,Palbociclib,"PD0332991, PD-0332991, PF-00080665-73",Cell cycle,"CDK4, CDK6",5330286,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,159,5330286,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,"[[ 1.49019822e-01 -1.00735724e+00  6.55926168e-01 ... -4.22850549e-01
   1.12709254e-01  6.82043135e-01]
 [-1.09530888e-01 -3.85822833e-01  2.63658762e-01 ... -3.38270575e-01
  -6.35436773e-01  1.78572059e-01]
 [-1.10905237e-01 -3.94995958e-02  1.63848877e-01 ... -6.69133067e-01
  -4.66016531e-01  3.63954484e-01]
 ...
 [ 2.00521514e-01 -5.30368268e-01 -1.22816956e+00 ... -6.66349053e-01
   1.09750209e-02 -7.15750530e-02]
 [ 3.63464564e-01 -2.11711988e-01  2.53906757e-01 ...  7.00691890e-04
  -2.26345330e-01  8.21835756e-01]
 [-1.17364660e-01 -8.38751495e-02  2.61607736e-01 ... -6.37887537e-01
  -5.12892127e-01  3.64869744e-01]]","[[ 0.14901982 -1.0073572   0.65592617 ... -0.42285055  0.11270925
   0.68204314]
 [-0.10953089 -0.38582283  0.26365876 ... -0.33827057 -0.6354368
   0.17857206]
 [-0.11090524 -0.0394996   0.16384888 ... -0.66913307 -0.46601653
   0.36395448]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
42,1057,Dactolisib,"NVP-BEZ235, BEZ235",PI3K/MTOR signaling,"PI3K (class 1), MTORC1, MTORC2",11977753,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,112,11977753,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,"[[ 0.35665315 -0.7474624   0.33382636 ...  0.11144599  0.07797311
   0.49761543]
 [-0.07840935 -0.92586404  0.03112393 ... -0.06575649 -0.02550995
   0.3961317 ]
 [ 0.14171042 -0.45542756 -0.15218629 ...  0.36808348 -0.5030895
   0.59109867]
 ...
 [ 0.2827164  -0.35302243 -0.25431475 ... -0.26340157  0.09218039
   0.584181  ]
 [ 0.05055305  0.16354911  0.12380525 ... -0.23781534 -0.10921841
   0.14080103]
 [ 0.20269854 -0.6853449   0.01082917 ...  0.07058127 -0.11649684
   0.62636507]]","[[ 0.35665315 -0.7474624   0.33382636 ...  0.11144599  0.07797311
   0.49761543]
 [-0.07840935 -0.92586404  0.03112393 ... -0.06575649 -0.02550995
   0.3961317 ]
 [ 0.14171042 -0.45542756 -0.15218629 ...  0.36808348 -0.5030895
   0.59109867]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",36
43,1058,Pictilisib,"GDC-0941, GDC0941, RG-7621",PI3K/MTOR signaling,PI3K (class 1),17755052,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,71,17755052,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,"[[ 0.29152286 -0.29088923  0.6784146  ...  0.11699898 -0.00447237
   0.7202525 ]
 [ 0.13185902 -0.6968657   0.2025489  ... -0.19489746 -0.66157126
   0.3389788 ]
 [ 0.06563186 -0.294579    0.14486064 ... -0.33305964 -0.61536163
   0.05797124]
 ...
 [ 0.3194737   0.07643121 -0.1141795  ... -0.185508    0.31830654
   0.27290985]
 [-0.15559931 -0.11240213 -1.052638   ... -0.0945534  -0.03003825
   0.20296782]
 [-0.1609628  -0.15854065 -0.8093815  ... -0.07465253 -0.03996492
   0.21500033]]","[[ 0.29152286 -0.29088923  0.6784146  ...  0.11699898 -0.00447237
   0.7202525 ]
 [ 0.13185902 -0.6968657   0.2025489  ... -0.19489746 -0.66157126
   0.3389788 ]
 [ 0.06563186 -0.294579    0.14486064 ... -0.33305964 -0.61536163
   0.05797124]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",35
44,1059,AZD8055,AZD-8055,PI3K/MTOR signaling,"MTORC1, MTORC2",25262965,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C,33,25262965,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C,"[[ 0.35668522 -0.47483626  0.10817716 ...  0.31972438 -0.10410378
   0.64146787]
 [-0.1780442  -0.23872787 -0.40504426 ... -0.34674245 -0.28513104
   0.13858835]
 [ 0.03124101 -0.31277657 -0.19845298 ... -0.20986335 -0.4688619
   0.12390364]
 ...
 [-0.07486245 -0.30965984  0.4069208  ...  0.04969304 -0.22201273
   0.31476638]
 [-0.32635128 -0.31549305 -1.4365404  ... -0.09440771 -0.50694567
   0.21784855]
 [ 0.29897758 -0.3325337  -0.24593288 ... -0.09519538 -0.17282058
   0.24963275]]","[[ 0.35668522 -0.47483626  0.10817716 ...  0.31972438 -0.10410378
   0.64146787]
 [-0.1780442  -0.23872787 -0.40504426 ... -0.34674245 -0.28513104
   0.13858835]
 [ 0.03124101 -0.31277657 -0.19845298 ... -0.20986335 -0.4688619
   0.12390364]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
45,1060,PD0325901,"PD-0325901, PD 0325901",ERK MAPK signaling,"MEK1, MEK2",9826528,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,160,9826528,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,"[[-0.43778786  0.19702291  0.33123443 ... -0.399438   -0.33933148
   0.41604042]
 [-0.3358912   0.4479973   0.233285   ...  0.5754059  -0.52910817
   0.28120753]
 [-0.28373525  1.2054703  -0.8982581  ...  0.14290118 -0.29547045
   0.04658859]
 ...
 [ 0.23977011  0.2856344   0.09155135 ... -0.10615651 -0.17911416
   0.02950482]
 [-0.03257179 -0.2483309   0.14483647 ...  0.16327842 -0.66830677
   0.3746516 ]
 [ 0.36620092 -0.09419494 -0.03252565 ... -0.1247269  -0.1245205
  -0.04168789]]","[[-0.43778786  0.19702291  0.33123443 ... -0.399438   -0.33933148
   0.41604042]
 [-0.3358912   0.4479973   0.233285   ...  0.5754059  -0.52910817
   0.28120753]
 [-0.28373525  1.2054703  -0.8982581  ...  0.14290118 -0.29547045
   0.04658859]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",26
46,1061,SB590885,SB-590885,ERK MAPK signaling,BRAF,11316960,CN(C)CCOc1ccc(-c2n/c(=c3/ccc4c(c3)CCC=4N=O)c(=C3C=CNC=C3)[nH]2)cc1,CN(C)CCOC1=CC=C(C=C1)C2=N/C(=C\3/C=CC4=C(CCC4=C3)N=O)/C(=C5C=CNC=C5)N2,113,11316960,CN(C)CCOc1ccc(-c2n/c(=c3/ccc4c(c3)CCC=4N=O)c(=C3C=CNC=C3)[nH]2)cc1,CN(C)CCOC1=CC=C(C=C1)C2=N/C(=C\3/C=CC4=C(CCC4=C3)N=O)/C(=C5C=CNC=C5)N2,"[[ 0.1271035  -0.30631012  0.23142715 ... -0.09963721 -0.39246148
   0.44832778]
 [ 0.38527745 -0.8916055  -0.31888118 ... -0.28485042 -0.13373344
   0.6882845 ]
 [ 0.11850995 -0.3865915   0.16197933 ... -0.10692092 -0.39853275
   0.41081047]
 ...
 [ 0.19537309  0.06868444 -0.16486685 ... -0.33286476 -0.03353205
   0.38712922]
 [ 0.44260108  0.13727844 -0.13902013 ... -0.39869383 -0.2847062
   0.20319456]
 [ 0.33900374  0.11316464  0.1256907  ... -0.37207174 -0.10848575
   0.18407299]]","[[ 0.1271035  -0.30631012  0.23142715 ... -0.09963721 -0.39246148
   0.44832778]
 [ 0.38527745 -0.8916055  -0.31888118 ... -0.28485042 -0.13373344
   0.6882845 ]
 [ 0.11850995 -0.3865915   0.16197933 ... -0.10692092 -0.39853275
   0.41081047]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
47,1062,Selumetinib,"AZD6244, AZD-6244, ARRY-886",ERK MAPK signaling,"MEK1, MEK2",10127622,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,114,10127622,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,"[[ 5.5763483e-02 -2.5915927e-01  3.9774302e-01 ...  2.2473028e-02
   1.6242220e-01  1.6555290e-01]
 [-1.2575804e-01 -7.2821701e-01  4.2999025e-02 ... -1.9568411e-01
  -1.5427651e-01  1.5246172e-01]
 [-3.5663760e-01  2.6064581e-01 -2.1410087e-01 ... -3.4082183e-01
  -4.4526124e-01  1.5376823e-01]
 ...
 [-1.1300805e-01  1.7099459e-01 -4.1468254e-01 ... -1.5794526e-01
   4.6678489e-01  3.9425784e-01]
 [ 1.2099088e-01  4.5821646e-01 -1.7804641e-01 ... -2.7253595e-01
   3.9976723e-02  2.8692177e-01]
 [ 1.4954123e-01  6.1403733e-04 -1.4580898e-01 ...  3.2346830e-01
  -3.4937662e-01  2.7593684e-01]]","[[ 0.05576348 -0.25915927  0.39774302 ...  0.02247303  0.1624222
   0.1655529 ]
 [-0.12575804 -0.728217    0.04299903 ... -0.1956841  -0.1542765
   0.15246172]
 [-0.3566376   0.2606458  -0.21410087 ... -0.34082183 -0.44526124
   0.15376823]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",27
48,1067,CCT007093,-,Cell cycle,PPM1D,2314623,O=C1/C(=C/c2cccs2)CC/C1=C\c1cccs1,C1/C(=C\C2=CC=CS2)/C(=O)/C(=C/C3=CC=CS3)/C1,139,2314623,O=C1/C(=C/c2cccs2)CC/C1=C\c1cccs1,C1/C(=C\C2=CC=CS2)/C(=O)/C(=C/C3=CC=CS3)/C1,"[[-0.2034255   0.21174438  0.31774235 ... -0.45420316 -0.5238058
   0.47129965]
 [-0.25985268 -0.30648756  0.0610781  ...  0.21853426 -0.36992285
  -0.15594293]
 [-0.2105695  -0.638364    0.5623652  ...  0.03767746 -0.4119537
   0.12468725]
 ...
 [ 0.33833176 -0.03212624  0.22152331 ... -0.2325754  -0.15686429
   0.24267018]
 [ 0.34512445  0.05833126  0.31290534 ... -0.28288355 -0.1647665
   0.18923108]
 [ 0.44215173  0.02862542  0.22693159 ... -0.2002649   0.09119491
   0.37075126]]","[[-0.2034255   0.21174438  0.31774235 ... -0.45420316 -0.5238058
   0.47129965]
 [-0.25985268 -0.30648756  0.0610781  ...  0.21853426 -0.36992285
  -0.15594293]
 [-0.2105695  -0.638364    0.5623652  ...  0.03767746 -0.4119537
   0.12468725]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",18
49,1068,Obatoclax Mesylate,"GX15-070MS, Obatoclax, GX15-070",Apoptosis regulation,"BCL2, BCL-XL, BCL-W, MCL1",11404337,COc1c/c(=C2\C=c3ccccc3=N2)[nH]/c1=C\c1[nH]c(C)cc1C,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C,89,11404337,COc1c/c(=C2\C=c3ccccc3=N2)[nH]/c1=C\c1[nH]c(C)cc1C,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C,"[[ 0.2905167  -0.22749145 -0.01412833 ...  0.37107137  0.14600544
   0.3782509 ]
 [-0.16948065  0.16172636 -0.17771739 ... -0.08586881 -0.36746982
   0.44214958]
 [-0.00643822  0.15756202 -0.245372   ...  0.1591667  -0.49264142
   0.34326777]
 ...
 [ 0.00478311  0.42162684 -0.10197423 ... -0.24217458 -0.11861083
   0.3442689 ]
 [-0.02575454  0.02807916  0.09432895 ... -0.0781232  -0.23930563
   0.5117997 ]
 [ 0.36704656 -0.48396385  0.00132224 ...  0.4182348   0.28352842
   0.5495255 ]]","[[ 0.2905167  -0.22749145 -0.01412833 ...  0.37107137  0.14600544
   0.3782509 ]
 [-0.16948065  0.16172636 -0.17771739 ... -0.08586881 -0.36746982
   0.44214958]
 [-0.00643822  0.15756202 -0.245372   ...  0.1591667  -0.49264142
   0.34326777]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",24
50,1069,EHT-1864,EHT 1864,Cytoskeleton,"RAC1, RAC2, RAC3",9938202,Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,72,9938202,Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,"[[ 0.3453165  -0.76695174  0.35433277 ... -0.22869787 -0.47211227
  -0.01589172]
 [ 0.4550213  -0.6355963   0.53045666 ... -0.1749224  -0.27047214
  -0.10106304]
 [ 0.08194833 -0.2145796   0.28178868 ... -0.34240538 -0.2306567
   0.02131135]
 ...
 [ 0.20693299 -0.00269209 -0.24931559 ... -0.31997192 -0.08777061
   0.09884132]
 [ 0.1988938  -0.00643572 -0.2204153  ... -0.31131357 -0.0132202
   0.08222397]
 [ 0.2874589  -0.32518724  0.10599443 ...  0.07350551  0.15222803
   0.19291332]]","[[ 0.3453165  -0.76695174  0.35433277 ... -0.22869787 -0.47211227
  -0.01589172]
 [ 0.4550213  -0.6355963   0.53045666 ... -0.1749224  -0.27047214
  -0.10106304]
 [ 0.08194833 -0.2145796   0.28178868 ... -0.34240538 -0.2306567
   0.02131135]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",37
51,1072,Avagacestat,"BMS-708163, BMS 708163",Other,"Amyloid beta20, Amyloid beta40",46883536,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,49,46883536,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,"[[ 0.0893608  -0.2999033  -0.68468845 ...  0.18516015  0.4861341
   0.5741398 ]
 [ 0.01491856 -0.10007251  0.017317   ...  0.03169828 -0.43477768
   0.45640662]
 [-0.3593183   0.16213557  0.38840464 ... -0.40787676 -0.35807225
   0.49851337]
 ...
 [ 0.24964933 -0.56080145  0.12757605 ... -0.41083235 -0.6201724
  -0.19216539]
 [ 0.22442326  0.1442239  -0.14191203 ... -0.16480288 -0.00880567
   0.26171762]
 [ 0.30409533  0.09288875 -0.12238777 ... -0.14551353 -0.00470238
   0.22355013]]","[[ 0.0893608  -0.2999033  -0.68468845 ...  0.18516015  0.4861341
   0.5741398 ]
 [ 0.01491856 -0.10007251  0.017317   ...  0.03169828 -0.43477768
   0.45640662]
 [-0.3593183   0.16213557  0.38840464 ... -0.40787676 -0.35807225
   0.49851337]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",34
52,1073,5-Fluorouracil,5-FU,Other,Antimetabolite (DNA & RNA),3385,O=c1[nH]cc(F)c(=O)[nH]1,C1=C(C(=O)NC(=O)N1)F,50,3385,O=c1[nH]cc(F)c(=O)[nH]1,C1=C(C(=O)NC(=O)N1)F,"[[-0.43565655 -0.0160109   0.22974664 ... -0.4927285  -0.43622753
   0.61795264]
 [-0.0499137  -0.18005213 -0.08764206 ...  0.42434627 -0.3074589
   0.9977375 ]
 [-0.64222467  0.25251085 -0.15234268 ... -0.12890658  0.3334397
   1.042874  ]
 ...
 [ 0.04228755 -0.01767057 -0.14430228 ...  0.02742063 -0.1609319
   1.0017918 ]
 [-0.444955   -0.08653923  0.25187194 ... -0.5033552  -0.44442084
   0.5868895 ]
 [-0.548283    0.11214034  0.09575371 ... -0.02640553  0.26669908
   0.91015106]]","[[-0.43565655 -0.0160109   0.22974664 ... -0.4927285  -0.43622753
   0.61795264]
 [-0.0499137  -0.18005213 -0.08764206 ...  0.42434627 -0.3074589
   0.9977375 ]
 [-0.64222467  0.25251085 -0.15234268 ... -0.12890658  0.3334397
   1.042874  ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",9
53,1079,Dasatinib,"BMS-354825-03, BMS-354825, Sprycel","Other, kinases","ABL, SRC, Ephrins, PDGFR, KIT",3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,161,3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,"[[-0.01166914 -0.6639223   0.79231346 ... -0.08397909 -0.02293129
   0.8732606 ]
 [-0.19256954 -0.20672452  0.63395625 ... -0.1048573  -0.24414314
   0.5648997 ]
 [-0.02551189  0.5095002  -0.22165428 ... -0.50012827 -0.2558072
   0.6240819 ]
 ...
 [-0.39220205 -0.23974708 -0.9989089  ...  0.0104029  -0.12519994
   0.21923757]
 [-0.41891414 -0.23619099 -0.94252276 ...  0.07272194 -0.04027661
   0.25641456]
 [ 0.1524477   0.43925112 -0.19359893 ... -0.46716684 -0.3707372
   0.6126168 ]]","[[-0.01166914 -0.6639223   0.79231346 ... -0.08397909 -0.02293129
   0.8732606 ]
 [-0.19256954 -0.20672452  0.63395625 ... -0.1048573  -0.24414314
   0.5648997 ]
 [-0.02551189  0.5095002  -0.22165428 ... -0.50012827 -0.2558072
   0.6240819 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",33
54,1080,Paclitaxel,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane",Mitosis,Microtubule stabiliser,36314,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,162,36314,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,"[[ 0.4271141  -0.42723355  0.06789629 ...  0.09847833 -0.07061291
   0.45535833]
 [ 0.22321755 -0.05308731 -0.29285052 ...  0.0379153  -0.6753586
  -0.16012987]
 [ 0.00427491 -0.03629369 -0.04051011 ... -0.40751997 -0.51318127
   0.2124084 ]
 ...
 [ 0.5882622   0.01089216  0.17182386 ... -0.5036406  -0.31951514
  -0.22435327]
 [ 0.4961775  -0.4768262   0.12850448 ... -0.12373117  0.039072
   0.38874224]
 [ 0.5332311  -0.39781716  0.07815039 ... -0.15198024  0.01897005
   0.27855545]]","[[ 0.4271141  -0.42723355  0.06789629 ...  0.09847833 -0.07061291
   0.45535833]
 [ 0.22321755 -0.05308731 -0.29285052 ...  0.0379153  -0.6753586
  -0.16012987]
 [ 0.00427491 -0.03629369 -0.04051011 ... -0.40751997 -0.51318127
   0.2124084 ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.          0.          0.         ...  0.          0.
   0.        ]]",62
